Technology,Age,CustomerSince,SupportCallsLastYear,AverageBill,ChurnIndicator,churn_label
landline,68,5/21/11 9:27 AM,5,13,0.133,0
phone,17,4/14/12 9:27 AM,9,11,0.421,0
4G,49,1/21/14 9:27 AM,2,83,0.013,0
4G,29,2/19/11 9:27 AM,0,25,0.036,0
fiber,2,2/12/12 9:27 AM,3,52,0.074,0
4G,70,11/20/11 9:27 AM,0,99,0.008,0
4G,45,8/29/13 9:27 AM,1,63,0.014,0
fiber,26,5/3/12 9:27 AM,3,25,0.146,0
landline,8,6/3/14 9:27 AM,2,72,0.004,0
phone,46,10/19/10 9:27 AM,1,88,0.015,0
phone,62,7/20/10 9:27 AM,0,12,0.057,0
landline,20,11/19/13 9:27 AM,1,67,0.004,0
4G,19,10/7/15 9:27 AM,1,13,0.005,0
4G,5,4/15/14 9:27 AM,0,86,0.004,0
4G,40,10/20/14 9:27 AM,2,97,0.007,0
phone,32,12/2/11 9:27 AM,4,99,0.026,0
phone,58,9/12/14 9:27 AM,0,79,0.002,0
phone,70,7/4/12 9:27 AM,1,84,0.01,0
4G,37,9/12/13 9:27 AM,2,39,0.033,0
phone,2,10/22/11 9:27 AM,0,55,0.01,0
fiber,39,12/14/14 9:27 AM,8,37,0.061,0
4G,63,3/12/12 10:27 AM,9,87,0.082,0
phone,75,12/26/13 9:27 AM,0,68,0.004,0
fiber,3,11/23/13 9:27 AM,1,104,0.01,0
fiber,5,3/18/12 10:27 AM,2,23,0.123,0
4G,68,7/27/11 9:27 AM,10,64,0.143,0
landline,50,1/29/15 9:27 AM,0,52,0.001,0
phone,71,4/15/11 9:27 AM,0,41,0.014,0
4G,55,12/24/13 9:27 AM,1,108,0.007,0
4G,40,4/5/13 9:27 AM,0,40,0.013,0
fiber,71,7/29/12 9:27 AM,10,84,0.112,0
fiber,46,9/8/12 9:27 AM,2,94,0.026,0
landline,64,7/11/11 9:27 AM,3,16,0.07,0
phone,45,3/24/15 10:27 AM,2,61,0.005,0
4G,10,4/22/14 9:27 AM,6,27,0.081,0
landline,30,8/30/11 9:27 AM,1,43,0.013,0
phone,77,9/3/14 9:27 AM,0,103,0.002,0
landline,75,8/10/15 9:27 AM,1,65,0.001,0
landline,23,2/27/14 9:27 AM,8,55,0.019,0
landline,57,1/24/13 9:27 AM,1,60,0.006,0
phone,80,10/6/14 9:27 AM,4,18,0.042,0
phone,38,1/6/15 9:27 AM,0,47,0.003,0
phone,65,10/14/15 9:27 AM,5,35,0.004,0
4G,73,8/6/13 9:27 AM,4,78,0.029,0
fiber,33,9/3/10 9:27 AM,0,58,0.023,0
fiber,36,11/8/11 9:27 AM,0,46,0.022,0
phone,26,5/11/14 9:27 AM,0,25,0.008,0
4G,33,7/28/15 9:27 AM,0,29,0.002,0
phone,57,8/28/15 9:27 AM,3,44,0.003,0
4G,47,3/13/14 10:27 AM,5,60,0.033,0
phone,26,6/9/14 9:27 AM,0,23,0.008,0
landline,63,3/5/14 9:27 AM,1,103,0.002,0
landline,38,6/1/14 9:27 AM,0,85,0.001,0
phone,27,8/17/14 9:27 AM,1,54,0.006,0
landline,14,11/16/11 9:27 AM,3,46,0.022,0
fiber,17,4/7/13 9:27 AM,0,73,0.009,0
phone,25,6/3/12 9:27 AM,0,30,0.015,0
landline,19,7/15/15 9:27 AM,2,59,0.001,0
phone,19,4/11/11 9:27 AM,0,32,0.018,0
fiber,45,7/1/11 9:27 AM,0,52,0.022,0
landline,4,10/19/10 9:27 AM,3,92,0.014,0
phone,22,2/6/15 9:27 AM,4,40,0.013,0
4G,12,5/24/12 9:27 AM,6,107,0.044,0
landline,56,9/9/13 9:27 AM,2,77,0.006,0
phone,17,4/9/12 9:27 AM,1,67,0.014,0
landline,22,5/30/14 9:27 AM,2,64,0.005,0
fiber,15,7/17/10 9:27 AM,0,31,0.044,0
phone,67,11/26/12 9:27 AM,0,77,0.005,0
fiber,20,11/16/14 9:27 AM,1,48,0.011,0
4G,18,10/24/14 9:27 AM,3,31,0.028,0
landline,76,2/5/12 9:27 AM,0,76,0.003,0
landline,44,12/16/10 9:27 AM,0,30,0.011,0
landline,36,2/27/15 9:27 AM,0,104,0,0
fiber,43,9/6/13 9:27 AM,5,97,0.035,0
4G,25,8/30/14 9:27 AM,6,69,0.025,0
phone,76,2/8/12 9:27 AM,2,16,0.091,0
4G,30,4/14/15 9:27 AM,4,101,0.006,0
landline,33,3/14/12 10:27 AM,0,93,0.003,0
phone,39,10/21/11 9:27 AM,1,98,0.011,0
phone,28,4/24/12 9:27 AM,0,43,0.011,0
phone,36,7/17/12 9:27 AM,1,90,0.01,0
phone,11,12/6/14 9:27 AM,0,41,0.003,0
phone,77,4/9/15 9:27 AM,0,84,0.001,0
phone,73,3/13/14 10:27 AM,1,64,0.007,0
4G,36,11/13/10 9:27 AM,1,35,0.055,0
4G,32,9/1/15 9:27 AM,0,56,0.001,0
4G,20,11/30/12 9:27 AM,6,68,0.059,0
phone,15,12/3/13 9:27 AM,1,108,0.005,0
4G,67,6/30/13 9:27 AM,8,25,0.167,0
phone,65,9/2/10 9:27 AM,6,81,0.058,0
phone,44,9/12/15 9:27 AM,5,12,0.016,0
4G,47,11/25/10 9:27 AM,2,108,0.027,0
phone,39,7/30/12 9:27 AM,4,30,0.071,0
fiber,22,2/25/11 9:27 AM,1,105,0.023,0
fiber,34,7/30/10 9:27 AM,4,80,0.085,0
landline,57,1/18/11 9:27 AM,0,50,0.006,0
phone,14,7/31/10 9:27 AM,0,105,0.006,0
4G,25,8/24/11 9:27 AM,0,90,0.009,0
phone,7,10/11/14 9:27 AM,1,81,0.004,0
fiber,14,2/11/15 9:27 AM,0,61,0.003,0
fiber,22,10/1/12 9:27 AM,2,58,0.042,0
4G,32,7/1/13 9:27 AM,1,93,0.01,0
phone,19,8/9/14 9:27 AM,9,93,0.018,0
phone,8,5/2/11 9:27 AM,5,34,0.103,0
landline,76,9/8/15 9:27 AM,6,104,0.001,0
4G,57,6/27/10 9:27 AM,0,71,0.015,0
landline,48,12/15/11 9:27 AM,0,101,0.002,0
4G,20,7/27/10 9:27 AM,0,96,0.011,0
landline,40,8/8/15 9:27 AM,5,33,0.004,0
4G,32,11/20/11 9:27 AM,1,22,0.07,0
phone,3,5/4/12 9:27 AM,0,95,0.005,0
phone,6,2/14/13 9:27 AM,1,35,0.02,0
phone,19,3/24/15 10:27 AM,1,25,0.007,0
4G,78,9/29/11 9:27 AM,4,83,0.048,0
4G,60,8/6/15 9:27 AM,1,69,0.002,0
landline,8,7/12/10 9:27 AM,0,73,0.005,0
fiber,8,5/6/13 9:27 AM,0,89,0.007,0
phone,17,7/19/12 9:27 AM,1,92,0.009,0
phone,18,9/27/10 9:27 AM,0,48,0.014,0
phone,13,5/14/13 9:27 AM,7,77,0.034,0
phone,68,12/11/15 9:27 AM,8,11,0.001,0
4G,24,11/20/15 9:27 AM,0,93,0,0
phone,5,3/11/13 10:27 AM,5,58,0.036,0
fiber,72,11/28/12 9:27 AM,1,13,0.118,0
landline,52,6/8/15 9:27 AM,5,58,0.003,0
phone,30,8/28/13 9:27 AM,8,32,0.081,0
4G,4,5/4/14 9:27 AM,3,29,0.042,0
phone,43,4/3/15 9:27 AM,2,101,0.003,0
4G,71,8/3/11 9:27 AM,1,94,0.018,0
phone,78,4/20/13 9:27 AM,3,42,0.032,0
landline,56,1/10/14 9:27 AM,0,52,0.002,0
4G,20,8/27/15 9:27 AM,3,44,0.005,0
phone,77,8/2/12 9:27 AM,0,87,0.005,0
4G,79,4/19/14 9:27 AM,0,52,0.006,0
4G,72,6/17/13 9:27 AM,2,19,0.074,0
4G,26,4/3/15 9:27 AM,2,20,0.02,0
4G,74,7/20/11 9:27 AM,1,27,0.062,0
fiber,67,7/30/15 9:27 AM,3,23,0.016,0
phone,65,9/18/10 9:27 AM,1,51,0.026,0
4G,72,11/3/13 9:27 AM,4,44,0.045,0
phone,0,4/4/13 9:27 AM,0,90,0.004,0
landline,73,9/1/15 9:27 AM,0,76,0,0
4G,37,10/10/11 9:27 AM,1,104,0.015,0
4G,10,8/18/13 9:27 AM,0,69,0.006,0
4G,37,10/28/13 10:27 AM,3,31,0.052,0
4G,37,1/15/13 9:27 AM,0,94,0.006,0
4G,51,4/25/11 9:27 AM,2,59,0.045,0
4G,56,9/21/13 9:27 AM,0,49,0.009,0
phone,13,1/4/15 9:27 AM,1,36,0.007,0
4G,15,1/13/15 9:27 AM,9,51,0.034,0
4G,80,7/13/11 9:27 AM,1,70,0.024,0
phone,11,6/2/14 9:27 AM,1,60,0.006,0
4G,9,4/7/11 9:27 AM,0,43,0.021,0
phone,65,7/28/14 9:27 AM,4,86,0.01,0
4G,13,1/2/13 9:27 AM,7,30,0.149,0
4G,20,4/15/15 9:27 AM,1,93,0.003,0
landline,25,11/6/12 9:27 AM,0,28,0.007,0
4G,59,8/24/13 9:27 AM,2,42,0.031,0
phone,56,9/11/15 9:27 AM,1,29,0.002,0
4G,23,5/17/12 9:27 AM,0,93,0.007,0
phone,70,11/5/14 9:27 AM,0,55,0.003,0
landline,68,1/25/12 9:27 AM,0,73,0.003,0
fiber,62,7/29/11 9:27 AM,2,27,0.123,0
landline,49,3/15/12 10:27 AM,0,108,0.002,0
phone,12,10/22/13 9:27 AM,2,13,0.062,0
phone,64,6/9/14 9:27 AM,0,61,0.003,0
4G,50,10/22/11 9:27 AM,1,102,0.015,0
phone,79,4/23/12 9:27 AM,1,92,0.01,0
phone,23,12/6/15 9:27 AM,9,76,0,0
fiber,36,11/29/11 9:27 AM,0,16,0.064,0
4G,32,7/2/13 9:27 AM,0,22,0.021,0
fiber,16,10/18/12 9:27 AM,0,100,0.008,0
4G,60,9/1/14 9:27 AM,5,25,0.058,0
phone,57,7/23/11 9:27 AM,1,77,0.014,0
4G,68,7/23/10 9:27 AM,2,37,0.083,0
landline,46,4/23/15 9:27 AM,6,69,0.004,0
fiber,34,10/24/10 9:27 AM,3,52,0.1,0
fiber,46,6/5/11 9:27 AM,2,101,0.034,0
4G,1,9/28/10 9:27 AM,0,51,0.019,0
4G,44,3/2/13 9:27 AM,5,70,0.045,0
4G,40,6/10/13 9:27 AM,0,62,0.008,0
phone,78,7/24/10 9:27 AM,4,20,0.17,0
4G,69,7/4/13 9:27 AM,0,46,0.01,0
4G,54,7/25/14 9:27 AM,3,19,0.055,0
fiber,10,4/23/12 9:27 AM,4,40,0.115,0
phone,33,8/13/10 9:27 AM,1,26,0.052,0
landline,26,9/13/13 9:27 AM,1,95,0.003,0
landline,63,12/19/10 9:27 AM,1,54,0.012,0
fiber,54,4/9/14 9:27 AM,1,46,0.018,0
phone,54,10/28/12 10:27 AM,3,73,0.022,0
phone,20,1/4/13 9:27 AM,0,89,0.004,0
landline,63,9/3/14 9:27 AM,2,12,0.02,0
fiber,41,8/21/15 9:27 AM,1,12,0.013,0
phone,21,2/17/11 9:27 AM,0,10,0.061,0
phone,27,2/4/12 9:27 AM,2,45,0.032,0
fiber,70,8/1/15 9:27 AM,0,106,0.001,0
landline,23,5/31/11 9:27 AM,7,108,0.021,0
4G,56,4/8/11 9:27 AM,2,100,0.027,0
fiber,16,2/23/11 9:27 AM,3,33,0.147,0
landline,72,11/3/15 9:27 AM,0,43,0,0
phone,18,10/5/15 9:27 AM,6,26,0.007,0
phone,3,4/30/13 9:27 AM,10,38,0.096,0
phone,78,4/6/11 9:27 AM,5,80,0.044,0
landline,68,8/11/14 9:27 AM,2,36,0.007,0
4G,16,4/29/13 9:27 AM,0,107,0.005,0
phone,38,9/28/15 9:27 AM,0,80,0,0
phone,28,7/8/15 9:27 AM,6,72,0.005,0
fiber,15,6/14/12 9:27 AM,0,28,0.032,0
fiber,45,6/2/13 9:27 AM,0,11,0.058,0
4G,65,6/5/15 9:27 AM,0,48,0.002,0
phone,61,11/10/10 9:27 AM,1,69,0.019,0
phone,74,11/8/13 9:27 AM,0,80,0.003,0
4G,31,2/21/13 9:27 AM,0,72,0.007,0
landline,71,8/23/15 9:27 AM,0,22,0.001,0
phone,15,5/25/12 9:27 AM,9,84,0.053,0
fiber,64,11/12/15 9:27 AM,0,89,0,0
fiber,46,2/21/11 9:27 AM,1,37,0.066,0
phone,66,11/14/11 9:27 AM,6,32,0.113,0
4G,41,7/21/10 9:27 AM,0,68,0.015,0
fiber,73,11/21/14 9:27 AM,0,70,0.004,0
landline,78,1/8/13 9:27 AM,3,25,0.03,0
landline,68,10/8/15 9:27 AM,2,92,0,0
phone,66,10/23/14 9:27 AM,1,52,0.006,0
phone,25,4/17/11 9:27 AM,2,46,0.038,0
landline,68,11/4/15 9:27 AM,8,70,0.001,0
4G,61,2/23/14 9:27 AM,0,19,0.018,0
landline,38,11/24/10 9:27 AM,1,73,0.009,0
4G,26,11/24/11 9:27 AM,3,29,0.106,0
phone,28,6/23/11 9:27 AM,2,26,0.065,0
phone,46,11/24/11 9:27 AM,1,76,0.013,0
4G,69,6/5/13 9:27 AM,1,87,0.011,0
landline,45,8/28/14 9:27 AM,2,108,0.002,0
4G,26,10/6/13 9:27 AM,1,36,0.023,0
phone,28,9/27/11 9:27 AM,1,42,0.025,0
fiber,21,8/31/14 9:27 AM,1,56,0.012,0
landline,39,5/29/11 9:27 AM,5,104,0.017,0
4G,48,7/27/14 9:27 AM,2,44,0.018,0
phone,39,1/15/12 9:27 AM,0,55,0.009,0
4G,70,10/28/12 10:27 AM,4,27,0.11,0
4G,61,8/14/10 9:27 AM,0,51,0.02,0
phone,57,9/18/13 9:27 AM,3,47,0.024,0
phone,41,2/15/14 9:27 AM,10,16,0.158,0
fiber,49,6/25/10 9:27 AM,10,98,0.155,0
landline,74,7/15/11 9:27 AM,0,16,0.017,0
phone,4,9/16/15 9:27 AM,0,49,0.001,0
4G,38,11/25/10 9:27 AM,3,79,0.048,0
4G,37,1/25/11 9:27 AM,8,92,0.09,0
4G,13,8/2/11 9:27 AM,0,103,0.008,0
phone,2,2/22/12 9:27 AM,0,51,0.009,0
landline,40,3/24/12 10:27 AM,0,80,0.003,0
4G,64,6/24/12 9:27 AM,0,78,0.008,0
fiber,29,10/29/12 10:27 AM,2,91,0.026,0
phone,29,2/10/13 9:27 AM,0,79,0.005,0
phone,60,4/4/15 9:27 AM,1,47,0.004,0
4G,5,10/16/14 9:27 AM,10,31,0.078,0
landline,50,9/6/10 9:27 AM,1,80,0.008,0
4G,39,7/24/11 9:27 AM,0,17,0.049,0
4G,1,10/30/13 10:27 AM,0,83,0.005,0
phone,17,8/22/14 9:27 AM,1,102,0.003,0
phone,77,12/13/10 9:27 AM,0,97,0.007,0
fiber,79,6/2/12 9:27 AM,7,24,0.297,0
fiber,49,2/7/14 9:27 AM,0,44,0.011,0
landline,73,10/14/10 9:27 AM,0,86,0.004,0
phone,76,12/30/10 9:27 AM,4,50,0.063,0
4G,72,5/6/14 9:27 AM,1,81,0.008,0
phone,8,7/12/10 9:27 AM,4,108,0.032,0
4G,33,11/19/12 9:27 AM,0,75,0.008,0
phone,25,4/5/13 9:27 AM,0,109,0.003,0
phone,43,2/14/15 9:27 AM,1,32,0.007,0
fiber,64,7/2/10 9:27 AM,1,90,0.031,0
phone,79,10/22/10 9:27 AM,2,47,0.041,0
phone,66,11/12/10 9:27 AM,2,14,0.138,0
fiber,70,2/14/11 9:27 AM,0,80,0.015,0
4G,16,8/16/11 9:27 AM,3,70,0.047,0
phone,60,2/22/11 9:27 AM,0,41,0.015,0
4G,73,10/21/15 9:27 AM,0,61,0,0
4G,35,2/12/14 9:27 AM,5,33,0.063,0
phone,32,8/15/11 9:27 AM,0,92,0.006,0
4G,43,4/15/11 9:27 AM,0,99,0.009,0
fiber,45,3/29/15 9:27 AM,0,31,0.006,0
landline,71,7/1/14 9:27 AM,0,76,0.001,0
4G,69,9/10/10 9:27 AM,0,30,0.033,0
landline,26,11/5/13 9:27 AM,0,57,0.002,0
4G,50,11/4/12 9:27 AM,0,77,0.008,0
4G,3,11/9/10 9:27 AM,3,28,0.138,0
4G,24,7/28/14 9:27 AM,0,25,0.01,0
fiber,59,10/11/14 9:27 AM,0,62,0.005,0
4G,16,11/30/15 9:27 AM,4,28,0.001,0
4G,1,3/13/12 10:27 AM,0,52,0.014,0
phone,69,1/12/12 9:27 AM,2,16,0.093,0
phone,67,5/26/11 9:27 AM,6,70,0.057,0
landline,40,2/13/11 9:27 AM,3,78,0.016,0
landline,0,4/28/12 9:27 AM,10,99,0.025,0
4G,59,3/24/13 10:27 AM,0,60,0.009,0
4G,49,4/1/12 9:27 AM,0,82,0.009,0
4G,46,4/25/13 9:27 AM,0,64,0.008,0
4G,42,8/4/13 9:27 AM,0,106,0.004,0
4G,64,10/31/12 10:27 AM,0,37,0.016,0
landline,43,2/19/13 9:27 AM,1,105,0.003,0
phone,14,2/11/14 9:27 AM,0,107,0.002,0
fiber,50,2/26/14 9:27 AM,4,25,0.091,0
4G,38,7/10/11 9:27 AM,0,22,0.038,0
landline,9,8/27/15 9:27 AM,2,30,0.002,0
4G,35,7/6/14 9:27 AM,3,52,0.021,0
4G,2,9/1/11 9:27 AM,3,96,0.034,0
4G,29,11/1/10 10:27 AM,0,28,0.035,0
4G,49,2/18/11 9:27 AM,3,105,0.035,0
fiber,29,7/22/11 9:27 AM,0,25,0.044,0
4G,24,1/7/13 9:27 AM,3,23,0.097,0
4G,45,1/1/11 9:27 AM,3,63,0.06,0
4G,8,2/23/15 9:27 AM,0,110,0.001,0
phone,45,8/27/11 9:27 AM,0,50,0.011,0
landline,50,3/18/15 10:27 AM,1,105,0.001,0
phone,68,8/16/12 9:27 AM,1,74,0.011,0
fiber,30,2/25/14 9:27 AM,5,57,0.048,0
phone,33,4/14/13 9:27 AM,0,59,0.006,0
phone,41,6/14/13 9:27 AM,1,38,0.017,0
4G,65,8/8/15 9:27 AM,1,53,0.003,0
fiber,43,6/7/13 9:27 AM,0,85,0.007,0
landline,58,1/31/15 9:27 AM,1,77,0.001,0
4G,27,5/22/14 9:27 AM,1,29,0.02,0
landline,55,1/26/11 9:27 AM,7,90,0.027,0
phone,20,7/24/10 9:27 AM,2,105,0.019,0
4G,73,3/6/12 9:27 AM,1,23,0.062,0
4G,74,10/28/14 10:27 AM,0,61,0.004,0
4G,32,3/6/13 9:27 AM,8,51,0.093,0
landline,21,5/3/14 9:27 AM,1,71,0.003,0
phone,66,4/11/11 9:27 AM,7,110,0.043,0
fiber,70,4/23/15 9:27 AM,0,12,0.014,0
4G,79,11/22/13 9:27 AM,0,60,0.006,0
phone,40,2/24/13 9:27 AM,5,41,0.052,0
4G,56,2/7/11 9:27 AM,0,27,0.034,0
landline,38,1/12/12 9:27 AM,2,39,0.019,0
phone,9,5/28/12 9:27 AM,3,95,0.019,0
fiber,76,3/30/11 9:27 AM,1,61,0.039,0
fiber,29,8/4/15 9:27 AM,1,75,0.002,0
phone,22,11/25/14 9:27 AM,0,66,0.002,0
landline,31,5/8/12 9:27 AM,10,59,0.042,0
phone,4,7/22/14 9:27 AM,1,11,0.032,0
landline,71,3/10/12 9:27 AM,1,45,0.011,0
fiber,39,10/20/14 9:27 AM,10,108,0.03,0
4G,34,2/16/15 9:27 AM,2,20,0.023,0
phone,34,2/7/14 9:27 AM,0,74,0.003,0
landline,40,8/21/10 9:27 AM,2,42,0.024,0
4G,13,9/26/10 9:27 AM,0,74,0.013,0
4G,52,3/14/13 10:27 AM,1,19,0.055,0
phone,68,6/12/14 9:27 AM,0,90,0.002,0
phone,52,3/5/13 9:27 AM,3,25,0.056,0
fiber,26,5/21/12 9:27 AM,5,76,0.071,0
phone,14,12/31/10 9:27 AM,0,108,0.006,0
phone,11,7/13/15 9:27 AM,2,52,0.003,0
fiber,73,2/19/14 9:27 AM,2,68,0.02,0
landline,48,11/19/12 9:27 AM,1,44,0.009,0
landline,73,8/29/14 9:27 AM,1,100,0.002,0
fiber,63,8/17/15 9:27 AM,0,103,0.001,0
4G,2,10/13/15 9:27 AM,0,39,0.001,0
fiber,3,10/5/11 9:27 AM,0,18,0.059,0
4G,41,3/7/14 9:27 AM,1,15,0.045,0
phone,49,1/22/14 9:27 AM,1,34,0.014,0
4G,38,1/28/15 9:27 AM,2,69,0.007,0
phone,66,10/12/12 9:27 AM,1,62,0.013,0
phone,44,12/6/13 9:27 AM,0,81,0.003,0
phone,73,8/3/10 9:27 AM,0,102,0.007,0
phone,67,7/9/11 9:27 AM,0,16,0.035,0
4G,78,2/16/13 9:27 AM,0,67,0.008,0
phone,59,7/24/12 9:27 AM,1,34,0.025,0
4G,17,4/4/14 9:27 AM,0,89,0.004,0
phone,37,10/24/13 9:27 AM,1,105,0.005,0
fiber,22,11/20/15 9:27 AM,4,83,0.001,0
landline,61,12/5/11 9:27 AM,2,102,0.007,0
phone,47,9/9/11 9:27 AM,0,24,0.022,0
4G,40,11/13/12 9:27 AM,1,18,0.065,0
fiber,37,4/3/15 9:27 AM,1,23,0.015,0
4G,56,11/6/10 10:27 AM,0,87,0.011,0
4G,32,1/6/15 9:27 AM,0,90,0.002,0
fiber,47,9/24/11 9:27 AM,0,109,0.01,0
phone,51,9/10/13 9:27 AM,8,33,0.078,0
fiber,61,5/13/12 9:27 AM,0,84,0.011,0
4G,72,5/23/12 9:27 AM,2,89,0.023,0
4G,38,10/20/15 9:27 AM,5,28,0.006,0
landline,65,9/20/15 9:27 AM,3,102,0.001,0
fiber,20,5/10/13 9:27 AM,3,67,0.039,0
4G,39,6/16/12 9:27 AM,0,56,0.012,0
4G,32,7/27/13 9:27 AM,0,94,0.005,0
fiber,9,7/15/15 9:27 AM,1,27,0.008,0
4G,77,1/2/11 9:27 AM,7,40,0.187,0
landline,7,2/1/12 9:27 AM,1,16,0.03,0
landline,35,8/15/13 9:27 AM,1,74,0.004,0
landline,34,10/3/13 9:27 AM,1,99,0.003,0
phone,61,7/26/15 9:27 AM,2,47,0.003,0
4G,40,2/13/15 9:27 AM,2,93,0.005,0
4G,47,4/12/11 9:27 AM,0,26,0.034,0
fiber,61,1/11/13 9:27 AM,0,15,0.049,0
fiber,31,4/7/13 9:27 AM,4,43,0.079,0
4G,31,2/10/11 9:27 AM,0,62,0.015,0
landline,41,1/27/11 9:27 AM,0,16,0.019,0
4G,58,11/22/10 9:27 AM,0,35,0.027,0
phone,60,11/6/11 9:27 AM,0,55,0.009,0
fiber,40,12/12/12 9:27 AM,2,16,0.142,0
4G,22,3/29/15 9:27 AM,0,37,0.004,0
phone,64,4/15/11 9:27 AM,0,22,0.027,0
landline,43,1/15/13 9:27 AM,2,11,0.05,0
fiber,7,9/15/12 9:27 AM,1,17,0.096,0
4G,14,7/30/13 9:27 AM,2,50,0.027,0
4G,9,4/7/14 9:27 AM,3,25,0.051,0
phone,12,6/11/14 9:27 AM,0,68,0.003,0
phone,58,7/6/15 9:27 AM,2,28,0.006,0
4G,38,5/9/11 9:27 AM,4,18,0.242,0
4G,26,6/1/13 9:27 AM,2,38,0.038,0
4G,20,12/24/11 9:27 AM,1,30,0.05,0
fiber,62,5/15/12 9:27 AM,0,107,0.008,0
phone,50,6/19/14 9:27 AM,3,20,0.038,0
4G,23,4/3/13 9:27 AM,1,76,0.013,0
fiber,47,10/13/11 9:27 AM,2,68,0.046,0
phone,32,8/17/10 9:27 AM,1,87,0.015,0
fiber,10,2/18/11 9:27 AM,0,24,0.051,0
phone,50,2/8/13 9:27 AM,1,72,0.01,0
phone,17,10/20/14 9:27 AM,0,18,0.008,0
fiber,33,2/17/14 9:27 AM,6,81,0.04,0
4G,55,7/25/12 9:27 AM,1,38,0.034,0
4G,42,9/6/13 9:27 AM,0,92,0.005,0
landline,2,9/24/11 9:27 AM,1,86,0.006,0
phone,52,10/16/10 9:27 AM,1,103,0.013,0
fiber,43,10/28/15 10:27 AM,0,75,0,0
4G,11,11/8/15 9:27 AM,8,82,0.002,0
4G,27,7/5/11 9:27 AM,9,14,0.601,1
4G,13,3/2/13 9:27 AM,6,102,0.036,0
fiber,53,7/25/14 9:27 AM,2,57,0.018,0
phone,63,4/25/15 9:27 AM,0,71,0.001,0
phone,25,1/7/13 9:27 AM,10,95,0.043,0
phone,40,1/8/14 9:27 AM,1,17,0.029,0
fiber,77,2/18/15 9:27 AM,0,28,0.007,0
landline,56,1/15/15 9:27 AM,0,34,0.002,0
fiber,5,9/11/10 9:27 AM,5,30,0.265,0
landline,41,4/27/14 9:27 AM,1,52,0.004,0
4G,50,6/20/13 9:27 AM,0,39,0.012,0
fiber,62,3/25/14 10:27 AM,2,100,0.013,0
4G,57,11/11/14 9:27 AM,2,55,0.011,0
landline,39,11/10/10 9:27 AM,1,78,0.008,0
phone,66,1/28/14 9:27 AM,0,73,0.003,0
4G,67,11/6/11 9:27 AM,2,75,0.031,0
phone,20,8/7/11 9:27 AM,0,11,0.05,0
4G,8,4/29/12 9:27 AM,1,23,0.06,0
landline,2,3/26/15 10:27 AM,0,15,0.003,0
fiber,26,8/1/11 9:27 AM,0,92,0.012,0
4G,28,9/28/14 9:27 AM,0,110,0.002,0
4G,24,9/25/14 9:27 AM,0,15,0.015,0
fiber,59,2/20/14 9:27 AM,0,58,0.008,0
fiber,69,6/6/13 9:27 AM,4,91,0.035,0
phone,35,10/4/14 9:27 AM,0,86,0.002,0
phone,2,6/25/11 9:27 AM,0,63,0.009,0
landline,53,8/7/14 9:27 AM,6,42,0.014,0
fiber,56,6/26/14 9:27 AM,0,13,0.029,0
4G,12,2/1/14 9:27 AM,1,89,0.008,0
fiber,70,10/3/14 9:27 AM,0,60,0.005,0
landline,23,9/11/10 9:27 AM,2,50,0.02,0
phone,25,6/2/13 9:27 AM,0,108,0.003,0
4G,24,11/15/10 9:27 AM,6,102,0.066,0
4G,63,4/20/13 9:27 AM,5,88,0.034,0
landline,35,5/22/11 9:27 AM,0,82,0.004,0
4G,55,4/30/13 9:27 AM,10,103,0.053,0
landline,69,11/18/11 9:27 AM,0,66,0.004,0
fiber,37,7/10/11 9:27 AM,1,82,0.027,0
fiber,30,4/22/12 9:27 AM,8,12,0.69,1
landline,1,6/6/12 9:27 AM,0,59,0.004,0
landline,70,3/2/12 9:27 AM,1,83,0.006,0
4G,9,5/6/14 9:27 AM,0,90,0.003,0
phone,28,10/2/14 9:27 AM,9,74,0.02,0
4G,46,7/29/11 9:27 AM,1,92,0.018,0
4G,71,3/4/14 9:27 AM,0,68,0.005,0
fiber,65,11/14/15 9:27 AM,9,29,0.007,0
4G,26,2/20/15 9:27 AM,0,106,0.001,0
phone,44,3/18/14 10:27 AM,0,101,0.002,0
4G,60,11/3/13 9:27 AM,1,51,0.016,0
landline,11,2/20/11 9:27 AM,1,90,0.007,0
phone,53,6/22/14 9:27 AM,7,72,0.021,0
landline,33,12/3/12 9:27 AM,0,44,0.004,0
landline,34,11/18/14 9:27 AM,3,62,0.004,0
landline,32,2/9/15 9:27 AM,5,93,0.003,0
landline,31,1/17/12 9:27 AM,0,95,0.003,0
4G,19,12/17/13 9:27 AM,0,83,0.005,0
4G,23,10/31/12 10:27 AM,2,98,0.018,0
4G,74,5/6/13 9:27 AM,0,27,0.018,0
landline,22,11/8/11 9:27 AM,9,62,0.042,0
4G,15,11/2/11 10:27 AM,0,96,0.008,0
landline,75,6/8/11 9:27 AM,3,30,0.038,0
4G,32,11/18/13 9:27 AM,0,42,0.009,0
fiber,4,8/17/10 9:27 AM,6,87,0.108,0
4G,52,11/9/15 9:27 AM,0,81,0,0
4G,50,8/20/12 9:27 AM,0,97,0.006,0
fiber,15,8/6/15 9:27 AM,3,74,0.005,0
4G,53,5/15/15 9:27 AM,0,92,0.001,0
4G,48,6/21/15 9:27 AM,2,85,0.003,0
4G,70,5/30/13 9:27 AM,0,33,0.015,0
phone,66,7/27/14 9:27 AM,1,85,0.004,0
4G,38,2/27/11 9:27 AM,5,33,0.165,0
